Calculation details: PM PM_2_5 emissions by source category,,,,,,
,,,,,,
Pollutant: PM (PM Fraction: PM_2_5),,,,,,
Scenario: REF_post2014_CLE,,,,,,
Year: 2010,,,,,,
,,,,,,
Region,Sector,Activity,[Unit],activity,impl_ef,emiss
ITAL_WHOL,TRA_RD_HDT,GAS,[PJ],,,
ITAL_WHOL,TRA_RD_HDT,MD,[PJ],250.185,0.015,3.877
ITAL_WHOL,TRA_RD_HDT,TYRE,[Gvkm],29.424,0.001,0.019
ITAL_WHOL,TRA_RD_LD2,ABRASION,[Gvkm],22.071,0.002,0.036
ITAL_WHOL,TRA_RD_LD2,BRAKE,[Gvkm],22.071,0.002,0.053
ITAL_WHOL,TRA_RD_LD2,GSL,[PJ],13.929,0.114,1.588
ITAL_WHOL,TRA_RD_LD2,TYRE,[Gvkm],22.071,0,0.001
ITAL_WHOL,TRA_RD_LD4C,ABRASION,[Gvkm],409.475,0.004,1.658
ITAL_WHOL,TRA_RD_LD4C,BRAKE,[Gvkm],409.475,0.005,2
ITAL_WHOL,TRA_RD_LD4C,GAS,[PJ],25.073,0,0.012
ITAL_WHOL,TRA_RD_LD4C,GSL,[PJ],363.464,0.001,0.216
ITAL_WHOL,TRA_RD_LD4C,MD,[PJ],465.561,0.017,7.918
ITAL_WHOL,TRA_RD_LD4C,TYRE,[Gvkm],409.475,0,0.061
ITAL_WHOL,TRA_RD_LD4T,ABRASION,[Gvkm],66.732,0.004,0.27
ITAL_WHOL,TRA_RD_LD4T,BRAKE,[Gvkm],66.732,0.008,0.509
ITAL_WHOL,TRA_RD_LD4T,GAS,[PJ],2.171,0,0.001
ITAL_WHOL,TRA_RD_LD4T,GSL,[PJ],12.572,0,0.005
ITAL_WHOL,TRA_RD_LD4T,MD,[PJ],230.813,0.034,7.834
ITAL_WHOL,TRA_RD_LD4T,TYRE,[Gvkm],66.732,0,0.016
ITAL_WHOL,TRA_RD_M4,ABRASION,[Gvkm],31.693,0.002,0.051
ITAL_WHOL,TRA_RD_M4,BRAKE,[Gvkm],31.693,0.002,0.076
ITAL_WHOL,TRA_RD_M4,GSL,[PJ],31.693,0.045,1.437
ITAL_WHOL,TRA_RD_M4,TYRE,[Gvkm],31.693,0,0.002
ITAL_WHOL,WASTE_AGR,NOF,[Mt],0.21,9.264,1.945
ITAL_WHOL,WASTE_FLR,NOF,[PJ],0.94,0.032,0.03
ITAL_WHOL,CON_COMB,GAS,[PJ],20.881,0,0.002
ITAL_WHOL,CON_COMB3,HC1,[PJ],1.587,0.007,0.012
ITAL_WHOL,DOM,GAS,[PJ],1149.427,0,0.115
ITAL_WHOL,DOM,GSL,[PJ],6.33,0.001,0.003
ITAL_WHOL,DOM,HF,[PJ],1.599,0.007,0.011
ITAL_WHOL,DOM_FPLACE,FWD,[PJ],201.884,0.39,78.746
ITAL_WHOL,DOM_MB_M,DC,[PJ],,,
ITAL_WHOL,DOM_SHB_M,BC1,[PJ],,,
ITAL_WHOL,DOM_SHB_M,DC,[PJ],,,
ITAL_WHOL,DOM_SHB_M,HC1,[PJ],0.095,0.236,0.023
ITAL_WHOL,DOM_STOVE_H,BC1,[PJ],,,
ITAL_WHOL,DOM_STOVE_H,DC,[PJ],,,
ITAL_WHOL,DOM_STOVE_H,HC1,[PJ],0.064,0.36,0.023
ITAL_WHOL,IN_BO_CHEM,GAS,[PJ],11.141,0,0.001
ITAL_WHOL,IN_BO_CHEM,LPG,[PJ],,,
ITAL_WHOL,IN_BO_CHEM,OS1,[PJ],0.025,0.009,0
ITAL_WHOL,IN_BO_CHEM,OS2,[PJ],,,
ITAL_WHOL,IN_BO_CON,GAS,[PJ],6.492,0,0.001
ITAL_WHOL,IN_BO_OTH,GAS,[PJ],33.668,0,0.003
ITAL_WHOL,IN_BO_OTH,OS2,[PJ],0.029,0.003,0
ITAL_WHOL,IN_BO_PAP,GAS,[PJ],5.85,0,0.001
ITAL_WHOL,IN_BO_PAP,LPG,[PJ],,,
ITAL_WHOL,IN_BO_PAP,OS1,[PJ],,,
ITAL_WHOL,IN_BO_PAP,OS2,[PJ],,,
ITAL_WHOL,IN_OC,DC,[PJ],79.919,0.001,0.056
ITAL_WHOL,IN_OC,MD,[PJ],,,
ITAL_WHOL,IN_OC,OS1,[PJ],3.92,0.007,0.029
ITAL_WHOL,IN_OC,OS2,[PJ],3.488,0.037,0.129
ITAL_WHOL,IN_OC3,HC1,[PJ],38.997,0.004,0.161
ITAL_WHOL,PP_ENG,GAS,[PJ],23.367,0.005,0.111
ITAL_WHOL,PP_ENG,HF,[PJ],,,
ITAL_WHOL,PP_EX_L,HC1,[PJ],397.082,0.001,0.381
ITAL_WHOL,PP_EX_OTH,GAS,[PJ],50.722,0,0.015
ITAL_WHOL,PP_EX_OTH,MD,[PJ],,,
ITAL_WHOL,PP_EX_OTH,OS1,[PJ],29.55,0.007,0.218
ITAL_WHOL,PP_EX_OTH,OS2,[PJ],3.869,0.003,0.01
ITAL_WHOL,PP_EX_S,HC1,[PJ],,,
ITAL_WHOL,PP_NEW,GAS,[PJ],73.876,0,0.022
ITAL_WHOL,PP_NEW,OS1,[PJ],16.365,0.007,0.121
ITAL_WHOL,PP_NEW,OS2,[PJ],49.551,0,0.009
ITAL_WHOL,PR_ALSEC,NOF,[Mt],1.246,0.258,0.321
ITAL_WHOL,PR_BAOX,NOF,[Mt],8.555,0.114,0.974
ITAL_WHOL,PR_BRICK,NOF,[Mt],11.672,0.057,0.664
ITAL_WHOL,PR_CAST,NOF,[Mt],1.316,4.723,6.215
ITAL_WHOL,PR_CAST_F,NOF,[Mt],1.316,0.662,0.872
ITAL_WHOL,PR_COKE,NOF,[Mt],3.997,0.089,0.355
ITAL_WHOL,PR_FERT,NOF,[Mt],2.479,0.18,0.446
ITAL_WHOL,PR_OTHER,NOF,[Mt],3.257,0.082,0.266
ITAL_WHOL,PR_PIGI,NOF,[Mt],8.098,0.027,0.218
